countrycode,seriescode,year,description
IDN_Sulawesi_Utara_ID.SU_73621_IDN024,SI.POV.URHC,YR2011,Source: BPS
IDN_Sulawesi_Utara_ID.SU_73621_IDN024,SI.POV.URHC,YR2012,Source: BPS
IDN_Sulawesi_Utara_ID.SU_73621_IDN024,SI.POV.URHC,YR2013,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2002,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2003,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2004,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2005,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2006,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2007,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2008,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2009,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2010,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2011,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2012,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.NAHC,YR2013,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2002,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2003,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2004,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2005,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2006,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2007,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2008,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2009,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2010,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2011,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2012,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.RUHC,YR2013,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2002,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2003,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2004,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2005,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2006,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2007,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2008,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2009,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2010,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2011,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2012,Source: BPS
IDN_Sumatera_Barat_ID.BR_1535_IDN026,SI.POV.URHC,YR2013,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2002,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2003,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2004,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2005,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2006,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2007,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2008,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2009,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2010,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2011,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2012,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.NAHC,YR2013,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2002,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2003,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2004,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2005,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2006,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2007,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2008,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2009,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2010,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2011,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2012,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.RUHC,YR2013,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2002,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2003,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2004,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2005,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2006,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2007,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2008,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2009,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2010,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2011,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2012,Source: BPS
IDN_Sumatera_Selatan_ID.SM_73622_IDN027,SI.POV.URHC,YR2013,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2002,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2003,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2004,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2005,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2006,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2007,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2008,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2009,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2010,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2011,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2012,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.NAHC,YR2013,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2002,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2003,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2004,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2005,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2006,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2007,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2008,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2009,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2010,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2011,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2012,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.RUHC,YR2013,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2002,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2003,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2004,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2005,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2006,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2007,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2008,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2009,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2010,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2011,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2012,Source: BPS
IDN_Sumatera_Utara_ID.SA_1537_IDN028,SI.POV.URHC,YR2013,Source: BPS
AFG,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
AFG_Central_AGG001,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG_Central_AGG001,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
AFG_East_AGG002,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG_East_AGG002,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
AFG_North_AGG007_6,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG_North_AGG007_6,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
AFG_North_East_AGG003,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG_North_East_AGG003,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
AFG_South_AGG007_7,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG_South_AGG007_7,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
AFG_South_West_AGG006,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG_South_West_AGG006,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
AFG_West_AGG007,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG_West_AGG007,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
AFG_West_Central_AGG132,SI.POV.NAHC,YR2007,Source: Central Statistics Organization of Afghansitan
AFG_West_Central_AGG132,SI.POV.NAHC,YR2011,Source: Central Statistics Organization of Afghansitan
MEX,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Aguascalientes_MX.AG_2028_MEX001,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Aguascalientes_MX.AG_2028_MEX001,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Aguascalientes_MX.AG_2028_MEX001,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Baja_California_MX.BN_2029_MEX002,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Baja_California_MX.BN_2029_MEX002,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Baja_California_MX.BN_2029_MEX002,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Baja_California_Sur_MX.BS_2030_MEX003,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Baja_California_Sur_MX.BS_2030_MEX003,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Baja_California_Sur_MX.BS_2030_MEX003,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Campeche_MX.CM_2031_MEX004,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Campeche_MX.CM_2031_MEX004,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Campeche_MX.CM_2031_MEX004,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Chiapas_MX.CP_2032_MEX005,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Chiapas_MX.CP_2032_MEX005,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Chiapas_MX.CP_2032_MEX005,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Chihuahua_MX.CH_2033_MEX006,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Chihuahua_MX.CH_2033_MEX006,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Chihuahua_MX.CH_2033_MEX006,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Coahuila_MX.CA_2034_MEX007,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Coahuila_MX.CA_2034_MEX007,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Coahuila_MX.CA_2034_MEX007,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Colima_MX.CL_2035_MEX008,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Colima_MX.CL_2035_MEX008,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Colima_MX.CL_2035_MEX008,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Distrito_Federal_MX.DF_2028.55_MEX0033,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Distrito_Federal_MX.DF_2028.55_MEX0033,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Distrito_Federal_MX.DF_2028.55_MEX0033,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Durango_MX.DU_2037_MEX010,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Durango_MX.DU_2037_MEX010,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Durango_MX.DU_2037_MEX010,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Guanajuato_MX.GJ_2038_MEX011,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Guanajuato_MX.GJ_2038_MEX011,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Guanajuato_MX.GJ_2038_MEX011,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Guerrero_MX.GR_2039_MEX012,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Guerrero_MX.GR_2039_MEX012,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Guerrero_MX.GR_2039_MEX012,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Hidalgo_MX.HI_2040_MEX013,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Hidalgo_MX.HI_2040_MEX013,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Hidalgo_MX.HI_2040_MEX013,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Jalisco_MX.JA_2041_MEX014,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Jalisco_MX.JA_2041_MEX014,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Jalisco_MX.JA_2041_MEX014,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Mexico_MX.MX_2042_MEX015,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Mexico_MX.MX_2042_MEX015,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Mexico_MX.MX_2042_MEX015,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Michoacan_MX.MC_2043_MEX016,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Michoacan_MX.MC_2043_MEX016,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Michoacan_MX.MC_2043_MEX016,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Morelos_MX.MR_2044_MEX017,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Morelos_MX.MR_2044_MEX017,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Morelos_MX.MR_2044_MEX017,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Nayarit_MX.NA_2045_MEX018,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Nayarit_MX.NA_2045_MEX018,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Nayarit_MX.NA_2045_MEX018,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Nuevo_Leon_MX.NL_2046_MEX019,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Nuevo_Leon_MX.NL_2046_MEX019,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Nuevo_Leon_MX.NL_2046_MEX019,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Oaxaca_MX.OA_2047_MEX020,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Oaxaca_MX.OA_2047_MEX020,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Oaxaca_MX.OA_2047_MEX020,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Puebla_MX.PU_2048_MEX021,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Puebla_MX.PU_2048_MEX021,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Puebla_MX.PU_2048_MEX021,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Queretaro_MX.QE_2049_MEX022,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Queretaro_MX.QE_2049_MEX022,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Queretaro_MX.QE_2049_MEX022,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Quintana_Roo_MX.QR_2050_MEX023,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Quintana_Roo_MX.QR_2050_MEX023,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Quintana_Roo_MX.QR_2050_MEX023,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_San_Luis_Potosi_MX.SL_2051_MEX024,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_San_Luis_Potosi_MX.SL_2051_MEX024,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_San_Luis_Potosi_MX.SL_2051_MEX024,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Sinaloa_MX.SI_2052_MEX025,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Sinaloa_MX.SI_2052_MEX025,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Sinaloa_MX.SI_2052_MEX025,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Sonora_MX.SO_2053_MEX026,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Sonora_MX.SO_2053_MEX026,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Sonora_MX.SO_2053_MEX026,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Tabasco_MX.TB_2054_MEX027,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Tabasco_MX.TB_2054_MEX027,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Tabasco_MX.TB_2054_MEX027,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Tamaulipas_MX.TM_2055_MEX028,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Tamaulipas_MX.TM_2055_MEX028,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Tamaulipas_MX.TM_2055_MEX028,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Tlaxcala_MX.TL_2056_MEX029,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Tlaxcala_MX.TL_2056_MEX029,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Tlaxcala_MX.TL_2056_MEX029,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Veracruz_MX.VE_2057_MEX030,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Veracruz_MX.VE_2057_MEX030,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Veracruz_MX.VE_2057_MEX030,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Yucatan_MX.YU_2058_MEX031,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Yucatan_MX.YU_2058_MEX031,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Yucatan_MX.YU_2058_MEX031,SI.POV.NAHC,YR2012,Source: CONEVAL
MEX_Zacatecas_MX.ZA_2059_MEX032,SI.POV.NAHC,YR2008,Source: CONEVAL
MEX_Zacatecas_MX.ZA_2059_MEX032,SI.POV.NAHC,YR2010,Source: CONEVAL
MEX_Zacatecas_MX.ZA_2059_MEX032,SI.POV.NAHC,YR2012,Source: CONEVAL
COL,SI.POV.NAHC,YR2002,Source: DANE
COL,SI.POV.NAHC,YR2003,Source: DANE
COL,SI.POV.NAHC,YR2004,Source: DANE
COL,SI.POV.NAHC,YR2005,Source: DANE
COL,SI.POV.NAHC,YR2008,Source: DANE
COL,SI.POV.NAHC,YR2009,Source: DANE
COL,SI.POV.NAHC,YR2010,Source: DANE
COL,SI.POV.NAHC,YR2011,Source: DANE
COL,SI.POV.NAHC,YR2012,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2002,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2003,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2004,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2005,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2008,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2009,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2010,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2011,Source: DANE
COL_Antioquia_CO.AN_936_COL002,SI.POV.NAHC,YR2012,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2002,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2003,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2004,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2005,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2008,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2009,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2010,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2011,Source: DANE
COL_Atlantico_CO.AT_938_COL004,SI.POV.NAHC,YR2012,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2002,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2003,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2004,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2005,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2008,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2009,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2010,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2011,Source: DANE
COL_Bogota_CO.BG_13922.1_COL034,SI.POV.NAHC,YR2012,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2002,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2003,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2004,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2005,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2008,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2009,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2010,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2011,Source: DANE
COL_Bolivar_CO.BO_939_COL005,SI.POV.NAHC,YR2012,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2002,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2003,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2004,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2005,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2008,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2009,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2010,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2011,Source: DANE
COL_Boyaca_CO.BY_940_COL006,SI.POV.NAHC,YR2012,Source: DANE
COL_Caldas_CO.CL_942_COL008,SI.POV.NAHC,YR2002,Source: DANE
COL_Caldas_CO.CL_942_COL008,SI.POV.NAHC,YR2003,Source: DANE
COL_Caldas_CO.CL_942_COL008,SI.POV.NAHC,YR2004,Source: DANE
COL_Caldas_CO.CL_942_COL008,SI.POV.NAHC,YR2005,Source: DANE
COL_Caldas_CO.CL_942_COL008,SI.POV.NAHC,YR2008,Source: DANE
COL_Caldas_CO.CL_942_COL008,SI.POV.NAHC,YR2009,Source: DANE
